meter_id,timestamp,voltage,current,active_power,total_energy
METER_008,2023-01-30 14:00:00,216.77,19.85,4.3,5459.62
METER_008,2023-01-30 15:00:00,221.63,27.46,6.09,5465.7
METER_008,2023-01-30 16:00:00,224.14,36.76,8.24,5473.94
METER_008,2023-01-30 17:00:00,220.5,15.83,3.49,5477.43
METER_008,2023-01-30 18:00:00,224.01,43.8,9.81,5487.25
METER_008,2023-01-30 19:00:00,217.97,21.73,4.74,5491.98
METER_008,2023-01-30 20:00:00,217.85,44.48,9.69,5501.67
METER_008,2023-01-30 21:00:00,221.3,32.7,7.24,5508.91
METER_008,2023-01-30 22:00:00,221.92,2.95,0.66,5509.56
METER_008,2023-01-30 23:00:00,224.8,3.44,0.77,5510.33
METER_009,2023-01-01 00:00:00,222.27,14.82,3.29,2220.41
METER_009,2023-01-01 01:00:00,219.49,16.46,3.61,2224.03
METER_009,2023-01-01 02:00:00,221.18,17.37,3.84,2227.87
METER_009,2023-01-01 03:00:00,216.23,20.42,4.41,2232.28
METER_009,2023-01-01 04:00:00,222.36,10.41,2.32,2234.6
METER_009,2023-01-01 05:00:00,216.98,20.42,4.43,2239.03
METER_009,2023-01-01 06:00:00,217.26,14.2,3.08,2242.11
METER_009,2023-01-01 07:00:00,224.49,1.02,0.23,2242.34
METER_009,2023-01-01 08:00:00,218.38,1.6,0.35,2242.69
METER_009,2023-01-01 09:00:00,224.61,1.73,0.39,2243.08
METER_009,2023-01-01 10:00:00,219.84,0.47,0.1,2243.18
METER_009,2023-01-01 11:00:00,216.78,0.47,0.1,2243.28
METER_009,2023-01-01 12:00:00,217.85,1.22,0.27,2243.55
METER_009,2023-01-01 13:00:00,222.31,1.22,0.27,2243.82
METER_009,2023-01-01 14:00:00,216.54,0.52,0.11,2243.93
METER_009,2023-01-01 15:00:00,216.04,0.59,0.13,2244.06
METER_009,2023-01-01 16:00:00,215.1,0.64,0.14,2244.2
METER_009,2023-01-01 17:00:00,217.38,2.19,0.48,2244.68
METER_009,2023-01-01 18:00:00,216.55,1.51,0.33,2245.0
METER_009,2023-01-01 19:00:00,215.07,1.53,0.33,2245.33
METER_009,2023-01-01 20:00:00,219.09,11.63,2.55,2247.88
METER_009,2023-01-01 21:00:00,219.13,13.04,2.86,2250.74
METER_009,2023-01-01 22:00:00,222.66,18.95,4.22,2254.96
METER_009,2023-01-01 23:00:00,217.11,19.97,4.33,2259.29
METER_009,2023-01-02 00:00:00,217.08,9.79,2.12,2261.42
METER_009,2023-01-02 01:00:00,215.58,15.68,3.38,2264.8
METER_009,2023-01-02 02:00:00,219.01,9.83,2.15,2266.95
METER_009,2023-01-02 03:00:00,224.99,10.52,2.37,2269.32
METER_009,2023-01-02 04:00:00,219.9,9.82,2.16,2271.48
METER_009,2023-01-02 05:00:00,223.1,9.11,2.03,2273.51
METER_009,2023-01-02 06:00:00,222.63,12.05,2.68,2276.19
METER_009,2023-01-02 07:00:00,223.78,1.35,0.3,2276.5
METER_009,2023-01-02 08:00:00,217.68,0.91,0.2,2276.69
METER_009,2023-01-02 09:00:00,216.49,1.49,0.32,2277.01
METER_009,2023-01-02 10:00:00,215.9,1.87,0.4,2277.42
METER_009,2023-01-02 11:00:00,223.62,1.24,0.28,2277.7
METER_009,2023-01-02 12:00:00,223.71,2.14,0.48,2278.17
METER_009,2023-01-02 13:00:00,218.29,1.02,0.22,2278.4
METER_009,2023-01-02 14:00:00,222.45,0.99,0.22,2278.62
METER_009,2023-01-02 15:00:00,223.72,1.44,0.32,2278.94
METER_009,2023-01-02 16:00:00,224.35,1.09,0.25,2279.18
METER_009,2023-01-02 17:00:00,216.58,1.71,0.37,2279.56
METER_009,2023-01-02 18:00:00,217.49,1.71,0.37,2279.93
METER_009,2023-01-02 19:00:00,220.97,1.12,0.25,2280.17
METER_009,2023-01-02 20:00:00,223.65,14.16,3.17,2283.34
METER_009,2023-01-02 21:00:00,221.59,11.83,2.62,2285.96
METER_009,2023-01-02 22:00:00,218.61,18.24,3.99,2289.95
METER_009,2023-01-02 23:00:00,218.08,13.07,2.85,2292.8
METER_009,2023-01-03 00:00:00,222.24,15.6,3.47,2296.27
METER_009,2023-01-03 01:00:00,218.37,20.68,4.52,2300.78
METER_009,2023-01-03 02:00:00,217.96,10.45,2.28,2303.06
METER_009,2023-01-03 03:00:00,216.89,17.01,3.69,2306.75
METER_009,2023-01-03 04:00:00,217.33,22.69,4.93,2311.68
METER_009,2023-01-03 05:00:00,223.71,13.17,2.95,2314.63
METER_009,2023-01-03 06:00:00,219.59,20.54,4.51,2319.14
METER_009,2023-01-03 07:00:00,223.9,1.58,0.35,2319.49
METER_009,2023-01-03 08:00:00,215.39,2.02,0.43,2319.93
METER_009,2023-01-03 09:00:00,222.75,0.96,0.21,2320.14
METER_009,2023-01-03 10:00:00,222.81,1.76,0.39,2320.53
METER_009,2023-01-03 11:00:00,224.96,0.83,0.19,2320.72
METER_009,2023-01-03 12:00:00,219.67,1.46,0.32,2321.04
METER_009,2023-01-03 13:00:00,222.21,0.98,0.22,2321.26
METER_009,2023-01-03 14:00:00,217.84,1.0,0.22,2321.47
METER_009,2023-01-03 15:00:00,222.75,1.25,0.28,2321.75
METER_009,2023-01-03 16:00:00,215.79,1.97,0.42,2322.18
METER_009,2023-01-03 17:00:00,217.85,1.25,0.27,2322.45
METER_009,2023-01-03 18:00:00,219.47,0.7,0.15,2322.6
METER_009,2023-01-03 19:00:00,220.84,0.93,0.21,2322.81
METER_009,2023-01-03 20:00:00,219.82,16.05,3.53,2326.34
METER_009,2023-01-03 21:00:00,219.85,17.04,3.75,2330.08
METER_009,2023-01-03 22:00:00,216.11,21.52,4.65,2334.73
METER_009,2023-01-03 23:00:00,223.29,21.89,4.89,2339.62
METER_009,2023-01-04 00:00:00,218.07,11.62,2.53,2342.15
METER_009,2023-01-04 01:00:00,217.59,10.66,2.32,2344.47
METER_009,2023-01-04 02:00:00,223.99,20.26,4.54,2349.01
METER_009,2023-01-04 03:00:00,219.68,9.12,2.0,2351.02
METER_009,2023-01-04 04:00:00,223.35,15.55,3.47,2354.49
METER_009,2023-01-04 05:00:00,221.61,13.8,3.06,2357.55
METER_009,2023-01-04 06:00:00,223.3,19.42,4.34,2361.89
METER_009,2023-01-04 07:00:00,219.89,1.14,0.25,2362.14
METER_009,2023-01-04 08:00:00,216.18,0.89,0.19,2362.33
METER_009,2023-01-04 09:00:00,222.73,1.25,0.28,2362.61
METER_009,2023-01-04 10:00:00,219.65,1.01,0.22,2362.83
METER_009,2023-01-04 11:00:00,215.91,1.07,0.23,2363.06
METER_009,2023-01-04 12:00:00,217.6,0.67,0.15,2363.21
METER_009,2023-01-04 13:00:00,217.78,0.8,0.17,2363.38
METER_009,2023-01-04 14:00:00,217.1,1.2,0.26,2363.64
METER_009,2023-01-04 15:00:00,216.02,1.48,0.32,2363.96
METER_009,2023-01-04 16:00:00,220.72,1.71,0.38,2364.34
METER_009,2023-01-04 17:00:00,223.52,1.41,0.32,2364.65
METER_009,2023-01-04 18:00:00,224.48,1.71,0.38,2365.04
METER_009,2023-01-04 19:00:00,221.5,1.16,0.26,2365.3
METER_009,2023-01-04 20:00:00,223.66,20.66,4.62,2369.92
METER_009,2023-01-04 21:00:00,223.17,18.95,4.23,2374.15
METER_009,2023-01-04 22:00:00,218.21,20.45,4.46,2378.61
METER_009,2023-01-04 23:00:00,218.32,19.88,4.34,2382.95
METER_009,2023-01-05 00:00:00,220.86,16.82,3.71,2386.66
METER_009,2023-01-05 01:00:00,221.94,10.0,2.22,2388.88
METER_009,2023-01-05 02:00:00,221.36,15.61,3.46,2392.34
METER_009,2023-01-05 03:00:00,222.82,19.18,4.27,2396.61
METER_009,2023-01-05 04:00:00,224.56,13.88,3.12,2399.73
METER_009,2023-01-05 05:00:00,215.45,19.55,4.21,2403.94
METER_009,2023-01-05 06:00:00,221.65,15.59,3.46,2407.4
METER_009,2023-01-05 07:00:00,216.38,1.39,0.3,2407.7
METER_009,2023-01-05 08:00:00,224.88,0.66,0.15,2407.84
METER_009,2023-01-05 09:00:00,223.75,2.06,0.46,2408.3
METER_009,2023-01-05 10:00:00,222.15,2.17,0.48,2408.79
METER_009,2023-01-05 11:00:00,221.77,0.79,0.18,2408.96
METER_009,2023-01-05 12:00:00,220.65,1.99,0.44,2409.4
METER_009,2023-01-05 13:00:00,215.39,2.29,0.49,2409.89
METER_009,2023-01-05 14:00:00,224.34,0.68,0.15,2410.05
METER_009,2023-01-05 15:00:00,223.8,2.11,0.47,2410.52
METER_009,2023-01-05 16:00:00,219.4,2.13,0.47,2410.99
METER_009,2023-01-05 17:00:00,223.49,0.93,0.21,2411.2
METER_009,2023-01-05 18:00:00,223.0,1.99,0.44,2411.64
METER_009,2023-01-05 19:00:00,217.05,1.51,0.33,2411.97
METER_009,2023-01-05 20:00:00,217.11,21.16,4.59,2416.56
METER_009,2023-01-05 21:00:00,223.94,10.47,2.34,2418.91
METER_009,2023-01-05 22:00:00,219.05,15.92,3.49,2422.39
METER_009,2023-01-05 23:00:00,219.81,15.41,3.39,2425.78
METER_009,2023-01-06 00:00:00,220.63,16.63,3.67,2429.45
METER_009,2023-01-06 01:00:00,220.21,22.18,4.88,2434.34
METER_009,2023-01-06 02:00:00,224.58,14.15,3.18,2437.52
METER_009,2023-01-06 03:00:00,215.47,14.34,3.09,2440.61
METER_009,2023-01-06 04:00:00,215.6,13.78,2.97,2443.58
METER_009,2023-01-06 05:00:00,220.6,12.8,2.82,2446.4
METER_009,2023-01-06 06:00:00,216.05,13.0,2.81,2449.21
METER_009,2023-01-06 07:00:00,217.15,2.08,0.45,2449.66
METER_009,2023-01-06 08:00:00,216.43,1.72,0.37,2450.03
METER_009,2023-01-06 09:00:00,224.73,2.17,0.49,2450.52
METER_009,2023-01-06 10:00:00,223.7,1.57,0.35,2450.87
METER_009,2023-01-06 11:00:00,216.54,1.68,0.36,2451.24
METER_009,2023-01-06 12:00:00,222.13,1.11,0.25,2451.48
METER_009,2023-01-06 13:00:00,222.86,1.55,0.35,2451.83
METER_009,2023-01-06 14:00:00,216.01,1.58,0.34,2452.17
METER_009,2023-01-06 15:00:00,217.11,1.43,0.31,2452.48
METER_009,2023-01-06 16:00:00,218.4,1.42,0.31,2452.79
METER_009,2023-01-06 17:00:00,222.66,1.32,0.29,2453.08
METER_009,2023-01-06 18:00:00,221.94,0.88,0.2,2453.28
METER_009,2023-01-06 19:00:00,223.3,2.16,0.48,2453.76
METER_009,2023-01-06 20:00:00,219.15,19.66,4.31,2458.07
METER_009,2023-01-06 21:00:00,224.49,16.62,3.73,2461.8
METER_009,2023-01-06 22:00:00,215.77,18.81,4.06,2465.86
METER_009,2023-01-06 23:00:00,224.31,17.8,3.99,2469.85
METER_009,2023-01-07 00:00:00,221.56,20.85,4.62,2474.47
METER_009,2023-01-07 01:00:00,215.81,16.75,3.62,2478.09
METER_009,2023-01-07 02:00:00,224.65,8.95,2.01,2480.1
METER_009,2023-01-07 03:00:00,218.67,17.33,3.79,2483.89
METER_009,2023-01-07 04:00:00,220.51,14.73,3.25,2487.13
METER_009,2023-01-07 05:00:00,217.67,17.86,3.89,2491.02
METER_009,2023-01-07 06:00:00,215.0,20.96,4.51,2495.53
METER_009,2023-01-07 07:00:00,219.64,2.23,0.49,2496.02
METER_009,2023-01-07 08:00:00,224.21,1.44,0.32,2496.34
METER_009,2023-01-07 09:00:00,217.14,1.16,0.25,2496.59
METER_009,2023-01-07 10:00:00,223.92,1.61,0.36,2496.95
METER_009,2023-01-07 11:00:00,222.18,1.03,0.23,2497.18
METER_009,2023-01-07 12:00:00,215.99,2.01,0.43,2497.62
METER_009,2023-01-07 13:00:00,223.03,1.34,0.3,2497.92
METER_009,2023-01-07 14:00:00,223.93,1.83,0.41,2498.33
METER_009,2023-01-07 15:00:00,220.61,0.53,0.12,2498.44
METER_009,2023-01-07 16:00:00,221.59,1.65,0.36,2498.81
METER_009,2023-01-07 17:00:00,224.56,0.73,0.16,2498.97
METER_009,2023-01-07 18:00:00,224.82,1.0,0.23,2499.2
METER_009,2023-01-07 19:00:00,215.37,0.54,0.12,2499.31
METER_009,2023-01-07 20:00:00,218.05,17.59,3.84,2503.15
METER_009,2023-01-07 21:00:00,223.51,14.48,3.24,2506.39
METER_009,2023-01-07 22:00:00,224.45,20.17,4.53,2510.91
METER_009,2023-01-07 23:00:00,217.84,22.4,4.88,2515.79
METER_009,2023-01-08 00:00:00,218.34,20.3,4.43,2520.23
METER_009,2023-01-08 01:00:00,216.08,15.76,3.4,2523.63
METER_009,2023-01-08 02:00:00,221.15,19.53,4.32,2527.95
METER_009,2023-01-08 03:00:00,217.63,19.84,4.32,2532.27
METER_009,2023-01-08 04:00:00,217.78,20.89,4.55,2536.82
METER_009,2023-01-08 05:00:00,217.58,21.18,4.61,2541.43
METER_009,2023-01-08 06:00:00,223.12,12.22,2.73,2544.15
METER_009,2023-01-08 07:00:00,222.87,1.78,0.4,2544.55
METER_009,2023-01-08 08:00:00,217.45,1.98,0.43,2544.98
METER_009,2023-01-08 09:00:00,215.88,1.38,0.3,2545.28
METER_009,2023-01-08 10:00:00,223.33,1.37,0.31,2545.58
METER_009,2023-01-08 11:00:00,216.03,2.26,0.49,2546.07
METER_009,2023-01-08 12:00:00,221.77,2.14,0.47,2546.54
METER_009,2023-01-08 13:00:00,215.65,0.98,0.21,2546.75
METER_009,2023-01-08 14:00:00,222.78,1.99,0.44,2547.2
METER_009,2023-01-08 15:00:00,218.61,2.04,0.45,2547.64
METER_009,2023-01-08 16:00:00,221.25,1.05,0.23,2547.88
METER_009,2023-01-08 17:00:00,224.7,0.67,0.15,2548.03
METER_009,2023-01-08 18:00:00,221.41,0.57,0.13,2548.15
METER_009,2023-01-08 19:00:00,218.37,1.12,0.24,2548.39
METER_009,2023-01-08 20:00:00,217.94,12.73,2.77,2551.17
METER_009,2023-01-08 21:00:00,215.19,17.07,3.67,2554.84
METER_009,2023-01-08 22:00:00,217.45,20.72,4.51,2559.35
METER_009,2023-01-08 23:00:00,220.34,10.11,2.23,2561.57
METER_009,2023-01-09 00:00:00,216.52,16.9,3.66,2565.23
METER_009,2023-01-09 01:00:00,224.95,13.48,3.03,2568.27
METER_009,2023-01-09 02:00:00,219.52,16.15,3.55,2571.81
METER_009,2023-01-09 03:00:00,223.93,9.72,2.18,2573.99
METER_009,2023-01-09 04:00:00,222.01,15.86,3.52,2577.51
METER_009,2023-01-09 05:00:00,222.05,12.17,2.7,2580.21
METER_009,2023-01-09 06:00:00,220.46,9.48,2.09,2582.3
METER_009,2023-01-09 07:00:00,216.9,1.86,0.4,2582.7
METER_009,2023-01-09 08:00:00,224.27,2.12,0.48,2583.18
METER_009,2023-01-09 09:00:00,216.99,1.46,0.32,2583.5
METER_009,2023-01-09 10:00:00,218.13,0.53,0.11,2583.61
METER_009,2023-01-09 11:00:00,221.58,1.81,0.4,2584.01
METER_009,2023-01-09 12:00:00,221.69,2.01,0.45,2584.46
METER_009,2023-01-09 13:00:00,224.4,1.69,0.38,2584.84
METER_009,2023-01-09 14:00:00,217.21,2.09,0.45,2585.29
METER_009,2023-01-09 15:00:00,223.99,0.5,0.11,2585.4
METER_009,2023-01-09 16:00:00,218.43,1.4,0.31,2585.71
METER_009,2023-01-09 17:00:00,218.51,1.43,0.31,2586.02
METER_009,2023-01-09 18:00:00,220.77,0.5,0.11,2586.13
METER_009,2023-01-09 19:00:00,220.74,1.49,0.33,2586.46
METER_009,2023-01-09 20:00:00,220.39,12.33,2.72,2589.18
METER_009,2023-01-09 21:00:00,218.18,15.34,3.35,2592.52
METER_009,2023-01-09 22:00:00,215.13,10.09,2.17,2594.69
METER_009,2023-01-09 23:00:00,218.66,9.63,2.11,2596.8
METER_009,2023-01-10 00:00:00,217.41,14.08,3.06,2599.86
METER_009,2023-01-10 01:00:00,219.89,17.4,3.83,2603.69
METER_009,2023-01-10 02:00:00,216.05,17.22,3.72,2607.41
METER_009,2023-01-10 03:00:00,219.02,10.41,2.28,2609.69
METER_009,2023-01-10 04:00:00,222.59,16.37,3.64,2613.33
METER_009,2023-01-10 05:00:00,223.54,19.47,4.35,2617.68
METER_009,2023-01-10 06:00:00,224.59,16.98,3.81,2621.5
METER_009,2023-01-10 07:00:00,220.8,1.98,0.44,2621.93
METER_009,2023-01-10 08:00:00,216.32,2.03,0.44,2622.37
METER_009,2023-01-10 09:00:00,224.72,1.42,0.32,2622.69
METER_009,2023-01-10 10:00:00,220.43,0.62,0.14,2622.83
METER_009,2023-01-10 11:00:00,218.04,0.8,0.18,2623.0
METER_009,2023-01-10 12:00:00,221.48,1.16,0.26,2623.26
METER_009,2023-01-10 13:00:00,224.37,0.48,0.11,2623.37
METER_009,2023-01-10 14:00:00,220.53,2.17,0.48,2623.84
METER_009,2023-01-10 15:00:00,218.87,1.38,0.3,2624.15
METER_009,2023-01-10 16:00:00,222.4,1.33,0.3,2624.44
METER_009,2023-01-10 17:00:00,221.01,1.06,0.23,2624.68
METER_009,2023-01-10 18:00:00,224.09,1.18,0.27,2624.94
METER_009,2023-01-10 19:00:00,223.45,1.45,0.32,2625.27
METER_009,2023-01-10 20:00:00,216.36,18.77,4.06,2629.33
METER_009,2023-01-10 21:00:00,219.87,21.93,4.82,2634.15
METER_009,2023-01-10 22:00:00,221.73,15.05,3.34,2637.49
METER_009,2023-01-10 23:00:00,220.6,20.95,4.62,2642.11
METER_009,2023-01-11 00:00:00,216.67,14.96,3.24,2645.35
METER_009,2023-01-11 01:00:00,220.55,13.31,2.94,2648.29
METER_009,2023-01-11 02:00:00,224.93,15.58,3.5,2651.79
METER_009,2023-01-11 03:00:00,215.48,22.34,4.81,2656.6
METER_009,2023-01-11 04:00:00,217.63,12.32,2.68,2659.28
METER_009,2023-01-11 05:00:00,222.43,19.27,4.29,2663.57
METER_009,2023-01-11 06:00:00,224.58,15.82,3.55,2667.12
METER_009,2023-01-11 07:00:00,222.31,1.64,0.36,2667.49
METER_009,2023-01-11 08:00:00,217.88,1.79,0.39,2667.87
METER_009,2023-01-11 09:00:00,215.07,1.59,0.34,2668.22
METER_009,2023-01-11 10:00:00,216.02,1.93,0.42,2668.63
METER_009,2023-01-11 11:00:00,215.01,1.26,0.27,2668.91
METER_009,2023-01-11 12:00:00,224.66,1.83,0.41,2669.32
METER_009,2023-01-11 13:00:00,223.91,1.53,0.34,2669.66
METER_009,2023-01-11 14:00:00,215.4,1.63,0.35,2670.01
METER_009,2023-01-11 15:00:00,218.17,2.21,0.48,2670.49
METER_009,2023-01-11 16:00:00,220.72,1.9,0.42,2670.91
METER_009,2023-01-11 17:00:00,217.76,0.68,0.15,2671.06
METER_009,2023-01-11 18:00:00,224.48,1.4,0.31,2671.38
METER_009,2023-01-11 19:00:00,224.08,0.8,0.18,2671.56
METER_009,2023-01-11 20:00:00,219.86,9.5,2.09,2673.64
METER_009,2023-01-11 21:00:00,222.61,12.54,2.79,2676.44
METER_009,2023-01-11 22:00:00,218.06,16.75,3.65,2680.09
METER_009,2023-01-11 23:00:00,223.9,18.75,4.2,2684.29
METER_009,2023-01-12 00:00:00,224.7,19.64,4.41,2688.7
METER_009,2023-01-12 01:00:00,224.63,14.0,3.14,2691.84
METER_009,2023-01-12 02:00:00,221.57,22.22,4.92,2696.77
METER_009,2023-01-12 03:00:00,215.16,19.7,4.24,2701.01
METER_009,2023-01-12 04:00:00,215.53,22.98,4.95,2705.96
METER_009,2023-01-12 05:00:00,215.96,20.13,4.35,2710.31
METER_009,2023-01-12 06:00:00,217.6,15.59,3.39,2713.7
METER_009,2023-01-12 07:00:00,217.87,0.81,0.18,2713.87
METER_009,2023-01-12 08:00:00,216.35,1.89,0.41,2714.28
METER_009,2023-01-12 09:00:00,223.72,1.65,0.37,2714.65
METER_009,2023-01-12 10:00:00,220.55,0.98,0.22,2714.87
METER_009,2023-01-12 11:00:00,217.44,2.01,0.44,2715.3
METER_009,2023-01-12 12:00:00,223.86,2.17,0.49,2715.79
METER_009,2023-01-12 13:00:00,215.78,1.02,0.22,2716.01
METER_009,2023-01-12 14:00:00,217.54,1.55,0.34,2716.35
METER_009,2023-01-12 15:00:00,220.36,1.78,0.39,2716.74
METER_009,2023-01-12 16:00:00,224.0,1.96,0.44,2717.18
METER_009,2023-01-12 17:00:00,218.11,2.06,0.45,2717.63
METER_009,2023-01-12 18:00:00,220.67,1.62,0.36,2717.98
METER_009,2023-01-12 19:00:00,219.03,0.96,0.21,2718.19
METER_009,2023-01-12 20:00:00,216.73,17.16,3.72,2721.91
METER_009,2023-01-12 21:00:00,224.85,12.31,2.77,2724.68
METER_009,2023-01-12 22:00:00,218.79,15.56,3.4,2728.09
METER_009,2023-01-12 23:00:00,220.58,11.85,2.61,2730.7
METER_009,2023-01-13 00:00:00,221.05,12.02,2.66,2733.36
METER_009,2023-01-13 01:00:00,216.24,17.88,3.87,2737.22
METER_009,2023-01-13 02:00:00,218.54,9.81,2.14,2739.37
METER_009,2023-01-13 03:00:00,224.73,14.26,3.2,2742.57
METER_009,2023-01-13 04:00:00,222.46,12.83,2.85,2745.43
METER_009,2023-01-13 05:00:00,224.0,21.63,4.85,2750.27
METER_009,2023-01-13 06:00:00,217.08,13.3,2.89,2753.16
METER_009,2023-01-13 07:00:00,224.61,2.14,0.48,2753.64
METER_009,2023-01-13 08:00:00,221.31,2.16,0.48,2754.12
METER_009,2023-01-13 09:00:00,223.25,1.86,0.42,2754.54
METER_009,2023-01-13 10:00:00,224.42,1.85,0.42,2754.95
METER_009,2023-01-13 11:00:00,223.16,2.19,0.49,2755.44
METER_009,2023-01-13 12:00:00,218.69,0.75,0.16,2755.6
METER_009,2023-01-13 13:00:00,217.54,1.8,0.39,2755.99
METER_009,2023-01-13 14:00:00,221.54,1.57,0.35,2756.34
METER_009,2023-01-13 15:00:00,215.41,1.33,0.29,2756.63
METER_009,2023-01-13 16:00:00,222.47,0.97,0.22,2756.84
METER_009,2023-01-13 17:00:00,217.29,0.7,0.15,2757.0
METER_009,2023-01-13 18:00:00,218.65,1.14,0.25,2757.25
METER_009,2023-01-13 19:00:00,221.82,1.45,0.32,2757.57
METER_009,2023-01-13 20:00:00,218.84,20.48,4.48,2762.05
METER_009,2023-01-13 21:00:00,224.58,16.78,3.77,2765.82
METER_009,2023-01-13 22:00:00,222.63,17.15,3.82,2769.64
METER_009,2023-01-13 23:00:00,221.11,10.65,2.35,2771.99
METER_009,2023-01-14 00:00:00,216.08,15.86,3.43,2775.42
METER_009,2023-01-14 01:00:00,222.8,10.41,2.32,2777.74
METER_009,2023-01-14 02:00:00,216.5,15.37,3.33,2781.06
METER_009,2023-01-14 03:00:00,220.51,20.71,4.57,2785.63
METER_009,2023-01-14 04:00:00,224.97,11.23,2.53,2788.16
METER_009,2023-01-14 05:00:00,222.55,13.37,2.98,2791.13
METER_009,2023-01-14 06:00:00,219.19,21.17,4.64,2795.77
METER_009,2023-01-14 07:00:00,223.69,0.54,0.12,2795.89
METER_009,2023-01-14 08:00:00,220.3,0.66,0.15,2796.04
METER_009,2023-01-14 09:00:00,217.02,2.04,0.44,2796.48
METER_009,2023-01-14 10:00:00,222.78,1.22,0.27,2796.76
METER_009,2023-01-14 11:00:00,224.12,0.69,0.15,2796.91
METER_009,2023-01-14 12:00:00,220.23,1.91,0.42,2797.33
METER_009,2023-01-14 13:00:00,219.73,1.0,0.22,2797.55
METER_009,2023-01-14 14:00:00,220.24,1.43,0.31,2797.86
METER_009,2023-01-14 15:00:00,222.59,2.04,0.45,2798.32
METER_009,2023-01-14 16:00:00,222.06,1.04,0.23,2798.55
METER_009,2023-01-14 17:00:00,217.69,2.07,0.45,2799.0
METER_009,2023-01-14 18:00:00,219.51,1.37,0.3,2799.3
METER_009,2023-01-14 19:00:00,216.09,0.73,0.16,2799.46
METER_009,2023-01-14 20:00:00,221.53,18.4,4.08,2803.53
METER_009,2023-01-14 21:00:00,223.93,15.64,3.5,2807.03
METER_009,2023-01-14 22:00:00,224.7,15.15,3.4,2810.44
METER_009,2023-01-14 23:00:00,217.14,21.02,4.56,2815.0
METER_009,2023-01-15 00:00:00,217.45,14.5,3.15,2818.16
METER_009,2023-01-15 01:00:00,216.76,16.38,3.55,2821.71
METER_009,2023-01-15 02:00:00,222.07,9.61,2.13,2823.84
METER_009,2023-01-15 03:00:00,220.96,9.99,2.21,2826.05
METER_009,2023-01-15 04:00:00,215.19,13.58,2.92,2828.97
METER_009,2023-01-15 05:00:00,221.1,12.99,2.87,2831.84
METER_009,2023-01-15 06:00:00,221.27,20.99,4.64,2836.49
METER_009,2023-01-15 07:00:00,216.12,1.63,0.35,2836.84
METER_009,2023-01-15 08:00:00,216.32,1.02,0.22,2837.06
METER_009,2023-01-15 09:00:00,219.55,1.07,0.23,2837.3
METER_009,2023-01-15 10:00:00,221.64,0.98,0.22,2837.51
METER_009,2023-01-15 11:00:00,217.6,1.61,0.35,2837.87
METER_009,2023-01-15 12:00:00,222.84,0.66,0.15,2838.01
METER_009,2023-01-15 13:00:00,224.14,1.18,0.26,2838.28
METER_009,2023-01-15 14:00:00,217.49,1.16,0.25,2838.53
METER_009,2023-01-15 15:00:00,219.81,1.18,0.26,2838.79
METER_009,2023-01-15 16:00:00,220.34,1.54,0.34,2839.13
METER_009,2023-01-15 17:00:00,221.83,1.46,0.32,2839.45
METER_009,2023-01-15 18:00:00,222.16,0.64,0.14,2839.6
METER_009,2023-01-15 19:00:00,218.79,2.28,0.5,2840.09
METER_009,2023-01-15 20:00:00,221.84,17.55,3.89,2843.99
METER_009,2023-01-15 21:00:00,215.3,13.57,2.92,2846.91
METER_009,2023-01-15 22:00:00,221.89,19.04,4.23,2851.13
METER_009,2023-01-15 23:00:00,215.78,11.04,2.38,2853.51
METER_009,2023-01-16 00:00:00,218.92,15.61,3.42,2856.93
METER_009,2023-01-16 01:00:00,218.69,13.54,2.96,2859.89
METER_009,2023-01-16 02:00:00,220.21,14.68,3.23,2863.13
METER_009,2023-01-16 03:00:00,219.12,15.32,3.36,2866.48
METER_009,2023-01-16 04:00:00,222.78,14.08,3.14,2869.62
METER_009,2023-01-16 05:00:00,216.85,19.15,4.15,2873.77
METER_009,2023-01-16 06:00:00,218.32,22.28,4.86,2878.64
METER_009,2023-01-16 07:00:00,216.46,0.5,0.11,2878.74
METER_009,2023-01-16 08:00:00,223.07,0.96,0.22,2878.96
METER_009,2023-01-16 09:00:00,218.07,1.46,0.32,2879.28
METER_009,2023-01-16 10:00:00,218.22,1.73,0.38,2879.66
METER_009,2023-01-16 11:00:00,216.33,0.79,0.17,2879.83
METER_009,2023-01-16 12:00:00,222.45,0.79,0.18,2880.0
METER_009,2023-01-16 13:00:00,221.28,1.95,0.43,2880.43
METER_009,2023-01-16 14:00:00,216.82,0.87,0.19,2880.62
METER_009,2023-01-16 15:00:00,221.72,1.97,0.44,2881.06
METER_009,2023-01-16 16:00:00,224.79,0.77,0.17,2881.23
METER_009,2023-01-16 17:00:00,219.14,0.77,0.17,2881.4
METER_009,2023-01-16 18:00:00,224.61,0.58,0.13,2881.53
METER_009,2023-01-16 19:00:00,215.79,1.95,0.42,2881.95
METER_009,2023-01-16 20:00:00,222.68,18.58,4.14,2886.09
METER_009,2023-01-16 21:00:00,223.61,16.91,3.78,2889.87
METER_009,2023-01-16 22:00:00,221.99,16.87,3.74,2893.62
METER_009,2023-01-16 23:00:00,222.92,21.03,4.69,2898.3
METER_009,2023-01-17 00:00:00,224.85,20.41,4.59,2902.89
METER_009,2023-01-17 01:00:00,219.15,19.46,4.27,2907.16
METER_009,2023-01-17 02:00:00,223.08,16.66,3.72,2910.87
METER_009,2023-01-17 03:00:00,216.39,14.57,3.15,2914.03
METER_009,2023-01-17 04:00:00,217.21,9.97,2.17,2916.19
